Symbol,Open Price,Close Price,Percent Change,Volume,Turnover,Date Collected
ICON,17.94,17.94,0.0,0.0,0.0,47:02.9
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:02.9
MPICO,15,15,0.0,0.0,0.0,47:02.9
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:02.9
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:02.9
NICO,155.5,155.5,0.0,0.0,0.0,47:02.9
NITL,410,410,0.0,0.0,0.0,47:02.9
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:02.9
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:02.9
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:02.9
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:02.9
TNM,28.38,28.37,0.0,20000.0,567400.0,47:02.9
AIRTEL,96.99,96.95,0.0,10182.0,987144.9,47:07.5
BHL,10.06,10.06,0.0,0.0,0.0,47:07.5
FDHB,67.98,68.01,0.0,994558.0,67612030.0,47:07.5
FMBCH,296.14,300,0.0,565723.0,169716900.0,47:07.5
ICON,17.94,17.94,0.0,0.0,0.0,47:07.5
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:07.5
MPICO,15,15,0.0,0.0,0.0,47:07.5
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:07.5
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:07.5
NICO,155.5,155.5,0.0,0.0,0.0,47:07.5
NITL,410,410,0.0,0.0,0.0,47:07.5
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:07.5
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:07.5
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:07.5
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:07.5
TNM,28.38,28.37,0.0,20000.0,567400.0,47:07.5
AIRTEL,96.99,96.95,0.0,10182.0,987144.9,47:07.7
BHL,10.06,10.06,0.0,0.0,0.0,47:07.7
FDHB,67.98,68.01,0.0,994558.0,67612030.0,47:07.7
FMBCH,296.14,300,0.0,565723.0,169716900.0,47:07.7
ICON,17.94,17.94,0.0,0.0,0.0,47:07.7
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:07.7
MPICO,15,15,0.0,0.0,0.0,47:07.7
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:07.7
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:07.7
NICO,155.5,155.5,0.0,0.0,0.0,47:07.7
NITL,410,410,0.0,0.0,0.0,47:07.7
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:07.7
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:07.7
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:07.7
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:07.7
TNM,28.38,28.37,0.0,20000.0,567400.0,47:07.7
AIRTEL,96.99,96.95,0.0,10182.0,987144.9,47:13.6
BHL,10.06,10.06,0.0,0.0,0.0,47:13.6
FDHB,67.98,68.01,0.0,994558.0,67612030.0,47:13.6
FMBCH,296.14,300,0.0,565723.0,169716900.0,47:13.6
ICON,17.94,17.94,0.0,0.0,0.0,47:13.6
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:13.6
MPICO,15,15,0.0,0.0,0.0,47:13.6
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:13.6
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:13.6
NICO,155.5,155.5,0.0,0.0,0.0,47:13.6
NITL,410,410,0.0,0.0,0.0,47:13.6
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:13.6
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:13.6
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:13.6
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:13.6
TNM,28.38,28.37,0.0,20000.0,567400.0,47:13.6
AIRTEL,96.99,96.95,0.0,10182.0,987144.9,47:16.0
BHL,10.06,10.06,0.0,0.0,0.0,47:16.0
FDHB,67.98,68.01,0.0,994558.0,67612030.0,47:16.0
FMBCH,296.14,300,0.0,565723.0,169716900.0,47:16.0
ICON,17.94,17.94,0.0,0.0,0.0,47:16.0
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:16.0
MPICO,15,15,0.0,0.0,0.0,47:16.0
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:16.0
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:16.0
NICO,155.5,155.5,0.0,0.0,0.0,47:16.0
NITL,410,410,0.0,0.0,0.0,47:16.0
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:16.0
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:16.0
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:16.0
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:16.0
TNM,28.38,28.37,0.0,20000.0,567400.0,47:16.0
AIRTEL,96.99,96.95,0.0,10182.0,987144.9,47:19.4
BHL,10.06,10.06,0.0,0.0,0.0,47:19.4
FDHB,67.98,68.01,0.0,994558.0,67612030.0,47:19.4
FMBCH,296.14,300,0.0,565723.0,169716900.0,47:19.4
ICON,17.94,17.94,0.0,0.0,0.0,47:19.4
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,47:19.4
MPICO,15,15,0.0,0.0,0.0,47:19.4
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,47:19.4
NBS,107.44,107.44,0.0,122704.0,13183320.0,47:19.4
NICO,155.5,155.5,0.0,0.0,0.0,47:19.4
NITL,410,410,0.0,0.0,0.0,47:19.4
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,47:19.4
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,47:19.4
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,47:19.4
SUNBIRD,191.06,191.06,0.0,0.0,0.0,47:19.4
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:41:04.243607
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:41:04.243607
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:41:04.243607
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:41:04.243607
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:41:04.243607
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:41:04.243607
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:41:04.243607
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:41:04.243607
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:41:04.243607
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:41:04.243607
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:41:04.243607
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:41:04.243607
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:41:04.243607
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:41:04.243607
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:41:04.243607
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:41:04.243607
,"1,122.00","1,122.00",0.0,0.0,0.0,57:31.8
MPICO,15,15,0.0,0.0,0.0,57:31.8
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:31.8
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:31.8
NICO,155.5,155.5,0.0,0.0,0.0,57:31.8
NITL,410,410,0.0,0.0,0.0,57:31.8
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:31.8
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:31.8
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:31.8
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:31.8
TNM,28.38,28.37,0.0,20000.0,567400.0,57:31.8
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:36.2
BHL,10.06,10.06,0.0,0.0,0.0,57:36.2
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:36.2
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:36.2
ICON,17.94,17.94,0.0,0.0,0.0,57:36.2
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:36.2
MPICO,15,15,0.0,0.0,0.0,57:36.2
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:36.2
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:36.2
NICO,155.5,155.5,0.0,0.0,0.0,57:36.2
NITL,410,410,0.0,0.0,0.0,57:36.2
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:36.2
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:36.2
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:36.2
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:36.2
TNM,28.38,28.37,0.0,20000.0,567400.0,57:36.2
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:37.0
BHL,10.06,10.06,0.0,0.0,0.0,57:37.0
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:37.0
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:37.0
ICON,17.94,17.94,0.0,0.0,0.0,57:37.0
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:37.0
MPICO,15,15,0.0,0.0,0.0,57:37.0
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:37.0
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:37.0
NICO,155.5,155.5,0.0,0.0,0.0,57:37.0
NITL,410,410,0.0,0.0,0.0,57:37.0
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:37.0
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:37.0
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:37.0
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:37.0
TNM,28.38,28.37,0.0,20000.0,567400.0,57:37.0
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:44.2
BHL,10.06,10.06,0.0,0.0,0.0,57:44.2
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:44.2
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:44.2
ICON,17.94,17.94,0.0,0.0,0.0,57:44.2
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:44.2
MPICO,15,15,0.0,0.0,0.0,57:44.2
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:44.2
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:44.2
NICO,155.5,155.5,0.0,0.0,0.0,57:44.2
NITL,410,410,0.0,0.0,0.0,57:44.2
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:44.2
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:44.2
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:44.2
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:44.2
TNM,28.38,28.37,0.0,20000.0,567400.0,57:44.2
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:45.9
BHL,10.06,10.06,0.0,0.0,0.0,57:45.9
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:45.9
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:45.9
ICON,17.94,17.94,0.0,0.0,0.0,57:45.9
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:45.9
MPICO,15,15,0.0,0.0,0.0,57:45.9
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:45.9
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:45.9
NICO,155.5,155.5,0.0,0.0,0.0,57:45.9
NITL,410,410,0.0,0.0,0.0,57:45.9
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:45.9
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:45.9
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:45.9
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:45.9
TNM,28.38,28.37,0.0,20000.0,567400.0,57:45.9
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:49.0
BHL,10.06,10.06,0.0,0.0,0.0,57:49.0
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:49.0
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:49.0
ICON,17.94,17.94,0.0,0.0,0.0,57:49.0
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:49.0
MPICO,15,15,0.0,0.0,0.0,57:49.0
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:49.0
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:49.0
NICO,155.5,155.5,0.0,0.0,0.0,57:49.0
NITL,410,410,0.0,0.0,0.0,57:49.0
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:49.0
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:49.0
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:49.0
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:49.0
TNM,28.38,28.37,0.0,20000.0,567400.0,57:49.0
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:51.1
BHL,10.06,10.06,0.0,0.0,0.0,57:51.1
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:51.1
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:51.1
ICON,17.94,17.94,0.0,0.0,0.0,57:51.1
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:51.1
MPICO,15,15,0.0,0.0,0.0,57:51.1
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:51.1
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:51.1
NICO,155.5,155.5,0.0,0.0,0.0,57:51.1
NITL,410,410,0.0,0.0,0.0,57:51.1
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:51.1
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:51.1
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:51.1
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:51.1
TNM,28.38,28.37,0.0,20000.0,567400.0,57:51.1
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:58.2
BHL,10.06,10.06,0.0,0.0,0.0,57:58.2
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:58.2
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:58.2
ICON,17.94,17.94,0.0,0.0,0.0,57:58.2
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:58.2
MPICO,15,15,0.0,0.0,0.0,57:58.2
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:58.2
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:58.2
NICO,155.5,155.5,0.0,0.0,0.0,57:58.2
NITL,410,410,0.0,0.0,0.0,57:58.2
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:58.2
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:58.2
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:58.2
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:58.2
TNM,28.38,28.37,0.0,20000.0,567400.0,57:58.2
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,57:59.3
BHL,10.06,10.06,0.0,0.0,0.0,57:59.3
FDHB,67.98,68,0.0,1096285.0,74529480.0,57:59.3
FMBCH,296.14,300,0.0,565723.0,169716900.0,57:59.3
ICON,17.94,17.94,0.0,0.0,0.0,57:59.3
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,57:59.3
MPICO,15,15,0.0,0.0,0.0,57:59.3
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,57:59.3
NBS,107.44,107.44,0.0,122704.0,13183320.0,57:59.3
NICO,155.5,155.5,0.0,0.0,0.0,57:59.3
NITL,410,410,0.0,0.0,0.0,57:59.3
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,57:59.3
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,57:59.3
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,57:59.3
SUNBIRD,191.06,191.06,0.0,0.0,0.0,57:59.3
TNM,28.38,28.37,0.0,20000.0,567400.0,57:59.3
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:06.4
BHL,10.06,10.06,0.0,0.0,0.0,58:06.4
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:06.4
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:06.4
ICON,17.94,17.94,0.0,0.0,0.0,58:06.4
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:06.4
MPICO,15,15,0.0,0.0,0.0,58:06.4
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:06.4
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:06.4
NICO,155.5,155.5,0.0,0.0,0.0,58:06.4
NITL,410,410,0.0,0.0,0.0,58:06.4
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:06.4
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:06.4
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:06.4
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:06.4
TNM,28.38,28.37,0.0,20000.0,567400.0,58:06.4
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:06.7
BHL,10.06,10.06,0.0,0.0,0.0,58:06.7
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:06.7
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:06.7
ICON,17.94,17.94,0.0,0.0,0.0,58:06.7
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:06.7
MPICO,15,15,0.0,0.0,0.0,58:06.7
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:06.7
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:06.7
NICO,155.5,155.5,0.0,0.0,0.0,58:06.7
NITL,410,410,0.0,0.0,0.0,58:06.7
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:06.7
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:06.7
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:06.7
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:06.7
TNM,28.38,28.37,0.0,20000.0,567400.0,58:06.7
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:11.9
BHL,10.06,10.06,0.0,0.0,0.0,58:11.9
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:11.9
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:11.9
ICON,17.94,17.94,0.0,0.0,0.0,58:11.9
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:11.9
MPICO,15,15,0.0,0.0,0.0,58:11.9
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:11.9
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:11.9
NICO,155.5,155.5,0.0,0.0,0.0,58:11.9
NITL,410,410,0.0,0.0,0.0,58:11.9
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:11.9
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:11.9
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:11.9
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:11.9
TNM,28.38,28.37,0.0,20000.0,567400.0,58:11.9
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:12.9
BHL,10.06,10.06,0.0,0.0,0.0,58:12.9
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:12.9
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:12.9
ICON,17.94,17.94,0.0,0.0,0.0,58:12.9
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:12.9
MPICO,15,15,0.0,0.0,0.0,58:12.9
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:12.9
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:12.9
NICO,155.5,155.5,0.0,0.0,0.0,58:12.9
NITL,410,410,0.0,0.0,0.0,58:12.9
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:12.9
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:12.9
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:12.9
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:12.9
TNM,28.38,28.37,0.0,20000.0,567400.0,58:12.9
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:19.6
BHL,10.06,10.06,0.0,0.0,0.0,58:19.6
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:19.6
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:19.6
ICON,17.94,17.94,0.0,0.0,0.0,58:19.6
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:19.6
MPICO,15,15,0.0,0.0,0.0,58:19.6
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:19.6
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:19.6
NICO,155.5,155.5,0.0,0.0,0.0,58:19.6
NITL,410,410,0.0,0.0,0.0,58:19.6
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:19.6
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:19.6
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:19.6
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:19.6
TNM,28.38,28.37,0.0,20000.0,567400.0,58:19.6
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:21.8
BHL,10.06,10.06,0.0,0.0,0.0,58:21.8
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:21.8
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:21.8
ICON,17.94,17.94,0.0,0.0,0.0,58:21.8
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:21.8
MPICO,15,15,0.0,0.0,0.0,58:21.8
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:21.8
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:21.8
NICO,155.5,155.5,0.0,0.0,0.0,58:21.8
NITL,410,410,0.0,0.0,0.0,58:21.8
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:21.8
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:21.8
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:21.8
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:21.8
TNM,28.38,28.37,0.0,20000.0,567400.0,58:21.8
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:25.0
BHL,10.06,10.06,0.0,0.0,0.0,58:25.0
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:25.0
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:25.0
ICON,17.94,17.94,0.0,0.0,0.0,58:25.0
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:25.0
MPICO,15,15,0.0,0.0,0.0,58:25.0
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:25.0
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:25.0
NICO,155.5,155.5,0.0,0.0,0.0,58:25.0
NITL,410,410,0.0,0.0,0.0,58:25.0
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:25.0
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:25.0
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:25.0
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:25.0
TNM,28.38,28.37,0.0,20000.0,567400.0,58:25.0
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:26.7
BHL,10.06,10.06,0.0,0.0,0.0,58:26.7
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:26.7
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:26.7
ICON,17.94,17.94,0.0,0.0,0.0,58:26.7
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:26.7
MPICO,15,15,0.0,0.0,0.0,58:26.7
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:26.7
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:26.7
NICO,155.5,155.5,0.0,0.0,0.0,58:26.7
NITL,410,410,0.0,0.0,0.0,58:26.7
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:26.7
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:26.7
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:26.7
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:26.7
TNM,28.38,28.37,0.0,20000.0,567400.0,58:26.7
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:33.5
BHL,10.06,10.06,0.0,0.0,0.0,58:33.5
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:33.5
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:33.5
ICON,17.94,17.94,0.0,0.0,0.0,58:33.5
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:33.5
MPICO,15,15,0.0,0.0,0.0,58:33.5
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:33.5
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:33.5
NICO,155.5,155.5,0.0,0.0,0.0,58:33.5
NITL,410,410,0.0,0.0,0.0,58:33.5
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:33.5
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:33.5
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:33.5
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:33.5
TNM,28.38,28.37,0.0,20000.0,567400.0,58:33.5
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:35.3
BHL,10.06,10.06,0.0,0.0,0.0,58:35.3
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:35.3
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:35.3
ICON,17.94,17.94,0.0,0.0,0.0,58:35.3
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:35.3
MPICO,15,15,0.0,0.0,0.0,58:35.3
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:35.3
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:35.3
NICO,155.5,155.5,0.0,0.0,0.0,58:35.3
NITL,410,410,0.0,0.0,0.0,58:35.3
OMU,"1,380.00","1,500.00",0.0,303000.0,454500000.0,58:35.3
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,58:35.3
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,58:35.3
SUNBIRD,191.06,191.06,0.0,0.0,0.0,58:35.3
TNM,28.38,28.37,0.0,20000.0,567400.0,58:35.3
AIRTEL,96.99,96.94,0.0,10231.0,991894.96,58:41.4
BHL,10.06,10.06,0.0,0.0,0.0,58:41.4
FDHB,67.98,68,0.0,1096285.0,74529480.0,58:41.4
FMBCH,296.14,300,0.0,565723.0,169716900.0,58:41.4
ICON,17.94,17.94,0.0,0.0,0.0,58:41.4
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,58:41.4
MPICO,15,15,0.0,0.0,0.0,58:41.4
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,58:41.4
NBS,107.44,107.44,0.0,122704.0,13183320.0,58:41.4
